original_title,cast,director,is_novel_based,runtime,genres,production_companies,release_month,release_year,budget_adj,revenue_adj,profit
Elephant,Alex Frost|Eric Deulen|John Robinson|Elias McConnell|Jordan Taylor,Gus Van Sant,no,81.0,Drama,HBO Films|Fearmakers Studios,5,2003,3556057.0,11867776.0,8311719.0
Coffee and Cigarettes,Roberto Benigni|Steven Wright|Joie Lee|CinquÃ© Lee|Steve Buscemi,Jim Jarmusch,no,96.0,Comedy,Smokescreen Inc.,9,2003,21307490.712324023,9361494.0,-11945996.712324023
House of the Dead,Jonathan Cherry|Tyron Leitso|Clint Howard|Ona Grauer|Michael Eklund,Uwe Boll,no,90.0,Horror,Boll Kino Beteiligungs GmbH & Co. KG|Brightlight Pictures|Herold Productions|Mindfire Entertainment,4,2003,8297468.0,16379417.0,8081949.0
Whale Rider,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis|Grant Roa,Niki Caro,no,101.0,Drama,South Pacific Pictures,1,2003,9482821.0,49073599.0,39590778.0
Deep Blue,Michael Gambon|Pierce Brosnan|Frank Glaubrecht|Jacques Perrin|Dalik Volonitz,Andy Byatt|Alastair Fothergill,no,83.0,Documentary,BBC Worldwide|BBC Natural History|Greenlight Media AG,5,2003,21307490.712324023,63624403.5851604,42316912.872836374
In America,Paddy Considine|Samantha Morton|Sarah Bolger|Emma Bolger|Djimon Hounsou,Jim Sheridan,no,105.0,Drama,Hell's Kitchen Films|East of Harlem (UK) Ltd|Irish Film Industry,10,2003,21307490.712324023,63624403.5851604,42316912.872836374
The Reckoning,Paul Bettany|Willem Dafoe|Tom Hardy|Brian Cox|Luke de Woolfson,Paul McGuigan,no,112.0,Crime,"Renaissance Films|Kanzaman, M.D.A. Films S.L.",8,2003,21307490.712324023,63624403.5851604,42316912.872836374
House of 1000 Corpses,Sid Haig|Bill Moseley|Sheri Moon Zombie|Karen Black|Erin Daniels,Rob Zombie,no,89.0,Horror,Universal Pictures|Spectacle Entertainment Group,4,2003,8297468.0,19948945.0,11651477.0
A Guy Thing,Jason Lee|Julia Stiles|Selma Blair|James Brolin|Shawn Hatosy,Chris Koch,no,101.0,Comedy,Metro-Goldwyn-Mayer (MGM)|David Ladd Films,1,2003,23707052.0,20663260.0,-3043792.0
Belly of the Beast,Steven Seagal|Byron Mann|Monica Lo|Tom Wu|Sara Malakul Lane,Ching Siu-Tung,no,91.0,Action,GFT Entertainment|Century Time (H.K.) Ltd.|GFT Beast Films Inc.,12,2003,16594937.0,63624403.5851604,47029466.5851604
Radio,Cuba Gooding Jr.|Ed Harris|Alfre Woodard|S. Epatha Merkerson|Debra Winger,Mike Tollin,no,109.0,Drama,Revolution Studios|Tollin/Robbins Productions,10,2003,37931284.0,61967255.0,24035971.0
Young Adam,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,David Mackenzie,no,93.0,Drama,Recorded Picture Company (RPC),9,2003,7586256.0,2963381.0,-4622875.0
Cold Creek Manor,Dennis Quaid|Sharon Stone|Stephen Dorff|Juliette Lewis|Kristen Stewart,Mike Figgis,no,118.0,Drama,Touchstone Pictures,9,2003,21307490.712324023,25347622.0,4040131.2876759768
Pieces of April,Katie Holmes|Derek Luke|Patricia Clarkson|Oliver Platt|Alison Pill,Peter Hedges,no,81.0,Comedy,Kalkaska Productions|IFC Productions,1,2003,355605.0,63624403.5851604,63268798.5851604
Hollywood Homicide,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington,Ron Shelton,no,116.0,Action,Columbia Pictures|Revolution Studios,6,2003,88901448.0,60622086.0,-28279362.0
Swimming Pool,Charlotte Rampling|Ludivine Sagnier|Charles Dance|Jean-Marie Lamour|Marc Fayolle,FranÃ§ois Ozon,yes,102.0,Thriller,France 2 CinÃ©ma|Canal Plus|FidÃ©litÃ© Productions|Gimages|FOZ,5,2003,9245750.0,26600881.0,17355131.0
Head of State,Chris Rock|Bernie Mac|Dylan Baker|Nick Searcy|Lynn Whitfield,Chris Rock,no,95.0,Comedy,DreamWorks SKG|3 Arts Entertainment,1,2003,21307490.712324023,63624403.5851604,42316912.872836374
Cypher,Jeremy Northam|Lucy Liu|Nigel Bennett|Timothy Webber|David Hewlett,Vincenzo Natali,no,95.0,Thriller,Miramax Films|Pandora Cinema,1,2003,8890144.0,63624403.5851604,54734259.5851604
A Mighty Wind,Bob Balaban|Christopher Guest|John Michael Higgins|Eugene Levy|Jane Lynch,Christopher Guest,no,91.0,Comedy,Castle Rock Entertainment,4,2003,7112115.0,22225653.0,15113538.0
The Cheetah Girls,Raven-SymonÃ©|Adrienne Bailon|Kiely Williams|Sabrina Bryan|Lynn Whitfield,Oz Scott,no,100.0,Comedy,Disney Channel|BrownHouse Productions,8,2003,21307490.712324023,63624403.5851604,42316912.872836374
Secondhand Lions,Michael Caine|Robert Duvall|Haley Joel Osment|Kyra Sedgwick|Mitchel Musso,Tim McCanlies,no,111.0,Comedy,New Line Cinema,9,2003,21307490.712324023,63624403.5851604,42316912.872836374
Destino,Jennifer Esposito|Dora Luz,Dominique Monfery,no,7.0,Animation,Walt Disney Pictures|Walt Disney Animation Studios,8,2003,1778028.0,63624403.5851604,61846375.5851604
Latter Days,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset|Joseph Gordon-Levitt|Rebekah Johnson,C. Jay Cox,no,107.0,Drama,TLA Releasing,7,2003,1007549.0,971916.0,-35633.0
The Station Agent,Peter Dinklage|Patricia Clarkson|Bobby Cannavale|Michelle Williams|Raven Goodwin,Tom McCarthy,no,88.0,Drama,Next Wednesday Productions|SenArt Films,1,2003,592676.0,10288640.0,9695964.0
Love Don't Cost a Thing,Nick Cannon|Christina Milian|Steve Harvey|Vanessa Bell Calloway|Nichole Galicia,Troy Beyer,no,105.0,Comedy,Warner Bros. Pictures|Alcon Entertainment|CRML Production,12,2003,21307490.712324023,63624403.5851604,42316912.872836374
The Fighting Temptations,BeyoncÃ© Knowles|Cuba Gooding Jr.|Wendell Pierce|LaTanya Richardson|Faith Evans,Jonathan Lynn,no,122.0,Comedy,Paramount Pictures,9,2003,17780289.0,35843377.0,18063088.0
Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,no,105.0,Romance,UK Film Council|Portman Film|Irish Film Board|Parallel Film Productions|Brown Sauce Film Productions,8,2003,5926763.0,5756425.0,-170338.0
Darkness Falls,Chaney Kley|Emma Caulfield|Lee Cormie|Grant Piro|Sullivan Stapleton,Jonathan Liebesman,no,86.0,Thriller,Village Roadshow Pictures|Revolution Studios|Distant Corners Entertainment Group Inc.|Blue Star Productions|Morningstar Films,1,2003,21307490.712324023,63624403.5851604,42316912.872836374
Dracula II: Ascension,Stephen Billington|Craig Sheffer|Jason Scott Lee|Jason London|Diane Neal,Patrick Lussier,no,85.0,Horror,Dimension Films,6,2003,21307490.712324023,63624403.5851604,42316912.872836374
The In-Laws,Michael Douglas|Albert Brooks|Ryan Reynolds|Candice Bergen|Lindsay Sloane,Andrew Fleming,no,98.0,Action,Warner Bros. Pictures|Franchise Pictures,5,2003,21307490.712324023,24229351.0,2921860.2876759768
How to Deal,Mandy Moore|Trent Ford|Allison Janney|Alexandra Holden|Dylan Baker,Clare Kilner,no,99.0,Drama,Golden Mean|Focus Features|Radar Pictures,7,2003,21307490.712324023,63624403.5851604,42316912.872836374
Mimic: Sentinel,Karl Geary|Alexis Dziena|Keith Robinson|Lance Henriksen|Amanda Plummer,J.T. Petty,no,77.0,Horror,Neo Art & Logic|Dimension Films,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
Angels in America,Al Pacino|Meryl Streep|Patrick Wilson|Mary-Louise Parker|Emma Thompson,Mike Nichols,no,352.0,Drama,Avenue Pictures Productions|Panorama Films|HBO Films,12,2003,71121158.0,63624403.5851604,-7496754.414839603
Saints and Soldiers,Larry Bagby|Alexander Polinsky|Kirby Heyborne|Corbin Allred|Ethan Vincent,Ryan Little,no,90.0,Action,Excel Entertainment,9,2003,924575.0,63624403.5851604,62699828.5851604
Inspector Gadget 2,French Stewart|Elaine Hendrix|Tony Martin|Caitlin Wachs|Mark Mitchell,Alex Zamm,no,89.0,Action,Walt Disney Pictures,3,2003,94828211.0,63624403.5851604,-31203807.414839603
Willard,Crispin Glover|R. Lee Ermey|Laura Harring|Jackie Burroughs|Ashlyn Gere,Glen Morgan,no,100.0,Horror,New Line Cinema|Hard Eight Pictures,3,2003,26077758.0,63624403.5851604,37546645.5851604
Calendar Girls,Helen Mirren|Julie Walters|John Alderton|Linda Bassett|Annette Crosbie,Nigel Cole,no,108.0,Comedy,Harbour Pictures|Touchstone Pictures,9,2003,11853526.0,114436385.0,102582859.0
Dead End,Ray Wise|Lin Shaye|Mick Cain|Alexandra Holden|Billy Asher,Jean-Baptiste Andrea|Fabrice Canepa,no,85.0,Mystery,Sagittaire Films|Captain Movies,1,2003,21307490.712324023,63624403.5851604,42316912.872836374
Foolproof,Ryan Reynolds|Kristin Booth|Joris Jarsky|David Suchet|Sean Sullivan,William Phillips,no,97.0,Action,Alliance Atlantis Communications|TÃ©lÃ©film Canada|The Harold Greenberg Fund|Canadian Film or Video Production Tax Credit (CPTC)|Movie Central Network,10,2003,9786590.0,546421.0,-9240169.0
My Life Without Me,Sarah Polley|Amanda Plummer|Scott Speedman|Leonor Watling|Deborah Harry,Isabel Coixet,no,106.0,Drama,El Deseo|Milestone Productions,3,2003,21307490.712324023,11529870.0,-9777620.712324023
Kontroll,SÃ¡ndor CsÃ¡nyi|Csaba Pindroch|ZoltÃ¡n Mucsi|SÃ¡ndor BadÃ¡r|Zsolt Nagy,NimrÃ³d Antal,no,105.0,Comedy,CafÃ© Film|Bonfire,11,2003,592676.0,63624403.5851604,63031727.5851604
Mambo Italiano,Luke Kirby|Ginette Reno|Paul Sorvino|Mary Walsh|Peter Miller,Ã‰mile Gaudreault,no,92.0,Comedy,icon,6,2003,5170387.0,3593753.0,-1576634.0
Agent Cody Banks,Frankie Muniz|Hilary Duff|Angie Harmon|Keith David|Cynthia Stevenson,Harald Zwart,no,102.0,Action,Splendid Pictures|Maverick Films|Metro-Goldwyn-Mayer (MGM)|Dylan Sellers Productions|Madacy Entertainment,3,2003,33189874.0,69693773.0,36503899.0
The Big Empty,Jon Favreau|Joey Lauren Adams|Rachael Leigh Cook|Daryl Hannah|Kelsey Grammer,Steve Anderson,no,94.0,Comedy,North by Northwest Entertainment|Echo Lake Entertainment|Aura Entertainment,5,2003,21307490.712324023,63624403.5851604,42316912.872836374
Biker Boyz,Laurence Fishburne|Derek Luke|Orlando Jones|Djimon Hounsou|Lisa Bonet,Reggie Rock Bythewood,no,110.0,Action,DreamWorks Pictures,1,2003,28448463.0,27868353.0,-580110.0
The Good Thief,Nick Nolte|TchÃ©ky Karyo|Nutsa Kukhianidze|Marc Lavoine|SaÃ¯d Taghmaoui,Neil Jordan,no,108.0,Crime,Fox Searchlight Pictures|Alliance Atlantis Communications|Metropolitan Films|TNVO,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
Harvie Krumpet,Geoffrey Rush|Kamahl|John Flaus|Julie Forsyth,Adam Elliot,no,23.0,Animation,Melodrama Pictures,10,2003,21307490.712324023,63624403.5851604,42316912.872836374
Ghosts of the Abyss,Bill Paxton|John Broadwater|James Cameron|Mike Cameron|Ken Marschall,James Cameron,no,92.0,Family,Walt Disney Pictures|Walden Media|Earthship Productions,4,2003,15409584.0,20199441.0,4789857.0
Hitler: The Rise of Evil,Robert Carlyle|Stockard Channing|Jena Malone|Julianna Margulies|Matthew Modine,Christian Duguay,no,179.0,Drama,Alliance Atlantis Communications,3,2003,21307490.712324023,63624403.5851604,42316912.872836374
Hope Springs,Colin Firth|Heather Graham|Minnie Driver|Mary Steenburgen|Frank Collison,Mark Herman,no,90.0,Comedy,Fragile Films|Scala Films|Touchstone Pictures|Prominent Features|Mumbo Jumbo Productions,5,2003,21307490.712324023,63624403.5851604,42316912.872836374
The Missing,Tommy Lee Jones|Cate Blanchett|Evan Rachel Wood|Jenna Boyd|Aaron Eckhart,Ron Howard,no,135.0,Thriller,Columbia Pictures|Imagine Entertainment|Revolution Studios|Daniel Ostroff Productions,11,2003,71121158.0,63624403.5851604,-7496754.414839603
Stuck on You,Matt Damon|Greg Kinnear|Eva Mendes|Wen Yann Shih|Seymour Cassel,Bobby Farrelly|Peter Farrelly,no,118.0,Comedy,Twentieth Century Fox Film Corporation|Conundrum Entertainment,12,2003,65194395.0,40098486.0,-25095909.0
Chouchou,Gad Elmaleh|Alain Chabat|Claude Brasseur|Roschdy Zem|Catherine Frot,Merzak Allouache,no,105.0,Comedy,Fechner Audiovisuel|KS2 Productions|Eclair num%C3%A9rique,3,2003,21307490.712324023,63624403.5851604,42316912.872836374
After School Special,Tony Denman|Daniel Farber|Erik von Detten|Sarah-Jane Potts,David M. Evans,no,90.0,Comedy,Motion Picture Corporation of America (MPCA)|International West Pictures (IWP)|Original Voices Inc.|Talent Network Media GmbH|CoproducciÃ³n Alemania-USA,5,2003,21307490.712324023,63624403.5851604,42316912.872836374
Grind,Mike Vogel|Vince Vieluf|Adam Brody|Joey Kern|Jennifer Morrison,Casey La Scala,no,105.0,Action,Pandora Cinema|Gerber Pictures|900 Films|Gaylord Films|Asphalt Productions,8,2003,21307490.712324023,63624403.5851604,42316912.872836374
Carolina,Julia Stiles|Alessandro Nivola|Shirley MacLaine|Mika Boorem|Azura Skye,Marleen Gorris,no,97.0,Comedy,Hollywood Partners|Carol Baum Productions|Bregman-IAC Productions|Living Pictures|The Pitt Group,7,2003,21307490.712324023,63624403.5851604,42316912.872836374
Tiptoes,Gary Oldman|Patricia Arquette|Matthew McConaughey|Kate Beckinsale|Peter Dinklage,Matthew Bright,no,90.0,Comedy,StudioCanal|Wild Bunch|Langley Productions|Canal+|Marshak / Zachary,9,2003,21307490.712324023,63624403.5851604,42316912.872836374
The Corporation,Jane Akre|Ray Anderson|Maude Barlow|Chris Barrett|Michael Moore,Mark Achbar|Jennifer Abbott,no,145.0,Documentary,Big Picture Media Corporation,9,2003,21307490.712324023,5334086.0,-15973404.712324023
Owning Mahowny,Philip Seymour Hoffman|Minnie Driver|John Hurt|Maury Chaykin|Ian Tracey,Richard Kwietniowski,no,104.0,Crime,Alliance Atlantis Communications|Natural Nylon Entertainment|TÃ©lÃ©film Canada|Astral Media|Canadian Film or Video Production Tax Credit (CPTC),5,2003,21307490.712324023,63624403.5851604,42316912.872836374
Frank Herbert's Children of Dune,Alec Newman|Susan Sarandon|James McAvoy|Julie Cox|Ian McNeice,Greg Yaitanes,no,248.0,Drama,New Amsterdam Entertainment|Blixa Film Productktion|Hallmark Entertainment,3,2003,23707052.0,63624403.5851604,39917351.5851604
The Company,Neve Campbell|Malcolm McDowell|James Franco|Barbara E. Robertson|William Dick,Robert Altman,no,112.0,Drama,Sony Pictures Classics,9,2003,17780289.0,2704482.0,-15075807.0
Natural City,Yoo Ji-tae|Jae-un Lee|Rin Seo|Jung Eun-pyo|Jung Doo-hong,Byung-chun Min,no,114.0,Science Fiction,Jowoo Entertainment|Tube Entertainment,5,2003,7112115.0,63624403.5851604,56512288.5851604
Crime Spree,GÃ©rard Depardieu|Harvey Keitel|Johnny Hallyday|Renaud|SaÃ¯d Taghmaoui,Brad Mirman,no,98.0,Action,Bac Films|GFT Entertainment|Studio Eight Productions|Vision View Entertainment,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
Alien Hunter,James Spader|Janine Eser|John Lynch|Nikolai Binev|Leslie Stefanson,Ron Krauss,no,100.0,Thriller,Nu Image Films|Sandstorm Films|Millennium Films,7,2003,8297468.0,63624403.5851604,55326935.5851604
Leprechaun: Back 2 tha Hood,Warwick Davis|Tangi Miller|Laz Alonso|Page Kennedy|Sherrie Jackson,Steven Ayromlooi,no,90.0,Horror,Lions Gate Enterntainment,12,2003,21307490.712324023,63624403.5851604,42316912.872836374
The Cooler,William H. Macy|Alec Baldwin|Maria Bello|Shawn Hatosy|Paul Sorvino,Wayne Kramer,no,101.0,Drama,ContentFilm|Pierce/Williams Entertainment,1,2003,37931284.0,63624403.5851604,25693119.585160397
Touching the Void,Brendan Mackey|Nicholas Aaron|Richard Hawking|Ollie Ryall|Joe Simpson,Kevin Macdonald,no,106.0,Documentary,Darlow Smithson Productions|UK Film Council|PBS|Film4,9,2003,21307490.712324023,16459572.0,-4847918.712324023
Veronica Guerin,Cate Blanchett|Gerard McSorley|CiarÃ¡n Hinds|Brenda Fricker|Don Wycherley,Joel Schumacher,no,98.0,Drama,Jerry Bruckheimer Films|Touchstone Pictures,7,2003,20150994.0,1860906.0,-18290088.0
Luther,Joseph Fiennes|Jonathan Firth|Claire Cox|Alfred Molina|Peter Ustinov,Eric Till,no,123.0,Drama,Eikon Film,10,2003,21307490.712324023,63624403.5851604,42316912.872836374
Rugrats Go Wild,E.G. Daily|Nancy Cartwright|Kath Soucie|Dionne Quan|Tim Curry,John Eng|Norton Virgien,no,84.0,Animation,Nickelodeon Movies|Paramount Animation,6,2003,21307490.712324023,63624403.5851604,42316912.872836374
X2,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen,Bryan Singer,no,133.0,Adventure,Twentieth Century Fox Film Corporation|Donners' Company|Bad Hat Harry Productions|Marvel Enterprises|XM2 Productions,4,2003,130388790.0,254790104.0,124401314.0
Dickie Roberts: Former Child Star,David Spade|Mary McCormack|Craig Bierko|Scott Terra|Jenna Boyd,Sam Weisman,no,98.0,Comedy,Paramount Pictures|Happy Madison Productions,9,2003,21307490.712324023,63624403.5851604,42316912.872836374
Wonderland,Val Kilmer|Dylan McDermott|Kate Bosworth|Josh Lucas|Lisa Kudrow,James Cox,no,104.0,Crime,Lions Gate Films,10,2003,5926763.0,2923605.0,-3003158.0
Love Object,Desmond Harrington|Melissa Sagemiller|Udo Kier|Rip Torn|Robert Bagnell,Robert Parigi,no,88.0,Drama,ContentFilm|Base 12 Productions|Catapult Films,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
Helen of Troy,Sienna Guillory|Matthew Marsden|Rufus Sewell|John Rhys-Davies|Emilia Fox,John Kent Harrison,no,175.0,War,Fuel Entertainment,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
Camp,Daniel Letterle|Joanna Chilcoat|Robin de Jesus|Tiffany Taylor|Alana Allen,Todd Graff,no,114.0,Comedy,Laughlin Park Pictures|IFC Productions,9,2003,21307490.712324023,1929936.0,-19377554.712324023
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Robert McNamara|Errol Morris|Fidel Castro|Barry Goldwater|John F. Kennedy,Errol Morris,no,95.0,War,Sony Pictures Classics|SenArt Films|Radical Media,12,2003,21307490.712324023,63624403.5851604,42316912.872836374
The Shape of Things,Paul Rudd|Gretchen Mol|Rachel Weisz|Frederick Weller,Neil LaBute,no,96.0,Comedy,StudioCanal|USA Films|Pretty Pictures|Working Title Films,1,2003,21307490.712324023,63624403.5851604,42316912.872836374
Alex & Emma,Luke Wilson|Kate Hudson|Sophie Marceau|David Paymer|Paul Wilson,Rob Reiner,yes,96.0,Comedy,Epsilon Motion Pictures|Franchise Pictures|Escape Artists|Reiner-Greisman,6,2003,35560579.0,18217562.0,-17343017.0
From Justin to Kelly,Kelly Clarkson|Justin Guarini |Brandon Henschel|Greg Siff|Brian Dietzen,Robert Iscove,no,90.0,Comedy,20th Century Fox,6,2003,14224231.0,5834502.0,-8389729.0
Air Bud: Spikes Back,Darren J. Birch|Christopher Bishop|Tyler Boissonnault|J. Winston Carroll|Patrick Cranshaw,Mike Southon,no,87.0,Comedy,Walt Disney Studios HE,7,2003,5926763.0,63624403.5851604,57697640.5851604
Undead,Felicity Mason|Mungo McKay|Rob Jenkins|Lisa Cunningham|Dirk Hunter,Michael Spierig|Peter Spierig,no,97.0,Horror,Spierigfilm,9,2003,21307490.712324023,63624403.5851604,42316912.872836374
Saw,Leigh Whannell|Paul Moder|Katrina Mathers|Dean Francis,James Wan,no,9.0,Crime,Twisted Pictures,1,2003,21307490.712324023,63624403.5851604,42316912.872836374
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Romanthony,Kazuhisa TakenÃ´chi,no,68.0,Animation,Daft Life Ltd. Co.|Toei Animation,5,2003,21307490.712324023,63624403.5851604,42316912.872836374
Sylvia,Gwyneth Paltrow|Daniel Craig|Jared Harris|Michael Gambon|Blythe Danner,Christine Jeffs,no,109.0,Drama,Focus Films,10,2003,8297468.0,11853526.0,3556058.0
The Foreigner,Steven Seagal|Jeffrey Pierce|Max Ryan|Harry Van Gorkum|Anna-Louise Plowman,Michael Oblowitz,no,96.0,Action,Columbia Pictures|Franchise Pictures,6,2003,19795389.0,63624403.5851604,43829014.5851604
Tupac: Resurrection,Tupac Shakur,Lauren Lazin,no,112.0,Music,Paramount Pictures|MTV Films,1,2003,21307490.712324023,9255854.0,-12051636.712324023
Homeless to Harvard: The Liz Murray Story,Thora Birch|Michael Riley|Kelly Lynch|Robert Bockstael|Makyla Smith,Peter Levin,no,104.0,Drama,Barnet Bain Films,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
Chalte Chalte,Shah Rukh Khan|Rani Mukerji|Jas Arora|Satish Shah|Jayshree T.,Aziz Mirza,no,167.0,Comedy,Dreamz Unlimited|United Motion Pictures,6,2003,21307490.712324023,63624403.5851604,42316912.872836374
Indiana Jones: Making the Trilogy,Harrison Ford|George Lucas|Steven Spielberg|Lawrence Kasdan,Laurent Bouzereau,no,127.0,Documentary,Lucasfilms,10,2003,21307490.712324023,63624403.5851604,42316912.872836374
The Young Black Stallion,Biana Tamimi|Patrick Elias|GÃ©rard Rudolf|Ali Al Ameri|Andries Rossouw,Simon Wincer,no,49.0,Action,Walt Disney Pictures,12,2003,21307490.712324023,63624403.5851604,42316912.872836374
Eloise at Christmastime,Julie Andrews|Sofia Vassilieva|Kenneth Welsh|Debra Monk|Jason Jones,Kevin Lima,no,89.0,Family,Handmade Films Ltd.|DiNovi Pictures,11,2003,21307490.712324023,63624403.5851604,42316912.872836374
Titanic,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates,James Cameron,no,194.0,Drama,Paramount Pictures|Twentieth Century Fox Film Corporation|Lightstorm Entertainment,11,1997,271692064.0,2506405735.0,2234713671.0
Hercules,Tate Donovan|Josh Keaton|Roger Bart|Danny DeVito|James Woods,John Musker|Ron Clements,no,93.0,Animation,Walt Disney Pictures,6,1997,115469127.0,343299361.0,227830234.0
